SubscriptionID,CustomerID,Plan,MonthlyPrice,StartDate,EndDate,IsActive
SUB000037,CUST00037,Premium,19.99,2025-06-09,2025-06-22,False
SUB000038,CUST00038,Family,29.99,2024-10-04,,True
SUB000039,CUST00039,Free,0.0,2025-04-22,2025-10-04,False
SUB000040,CUST00040,Free,0.0,2025-10-09,,True
SUB000041,CUST00041,Free,0.0,2024-06-07,,True
SUB000042,CUST00042,Basic,7.99,2025-03-29,,True
SUB000043,CUST00043,Standard,12.99,2024-09-19,,True
SUB000044,CUST00044,Premium,19.99,2024-09-09,,True
SUB000045,CUST00045,Standard,12.99,2024-07-05,2025-06-25,False
SUB000046,CUST00046,Free,0.0,2023-04-28,2023-09-22,False
SUB000047,CUST00047,Basic,7.99,2025-11-15,,True
SUB000048,CUST00048,Basic,7.99,2024-10-02,,True
SUB000049,CUST00049,Standard,12.99,2025-03-26,2025-04-09,False
SUB000050,CUST00050,Basic,7.99,2024-05-21,2025-06-25,False
SUB000051,CUST00051,Basic,7.99,2025-08-06,,True
SUB000052,CUST00052,Premium,19.99,2022-12-28,,True
SUB000053,CUST00053,Basic,7.99,2025-01-03,,True
SUB000054,CUST00054,Basic,7.99,2025-01-04,,True
SUB000055,CUST00055,Basic,7.99,2025-05-13,2025-11-01,False
SUB000056,CUST00056,Free,0.0,2025-11-17,2025-11-17,False
SUB000057,CUST00057,Standard,12.99,2024-08-04,,True
SUB000058,CUST00058,Premium,19.99,2025-09-12,,True
SUB000059,CUST00059,Free,0.0,2025-05-07,,True
SUB000060,CUST00060,Premium,19.99,2024-09-20,,True
SUB000061,CUST00061,Basic,7.99,2025-10-25,,True
SUB000062,CUST00062,Premium,19.99,2025-02-02,,True
SUB000063,CUST00063,Basic,7.99,2025-10-16,2025-11-08,False
SUB000064,CUST00064,Basic,7.99,2025-02-28,2025-03-16,False
SUB000065,CUST00065,Basic,7.99,2025-07-14,,True
SUB000066,CUST00066,Basic,7.99,2024-05-30,,True
SUB000067,CUST00067,Family,29.99,2025-07-18,2025-10-29,False
SUB000068,CUST00068,Free,0.0,2025-02-21,2025-04-13,False
SUB000069,CUST00069,Standard,12.99,2024-08-03,,True
SUB000070,CUST00070,Free,0.0,2025-10-21,,True
SUB000071,CUST00071,Standard,12.99,2023-10-26,,True
SUB000072,CUST00072,Standard,12.99,2025-08-31,2025-10-06,False
SUB000073,CUST00073,Standard,12.99,2025-07-28,,True
SUB000074,CUST00074,Standard,12.99,2024-06-29,2024-09-23,False
SUB000075,CUST00075,Basic,7.99,2025-02-20,,True
SUB000076,CUST00076,Basic,7.99,2025-07-08,,True
SUB000077,CUST00077,Basic,7.99,2025-02-23,,True
SUB000078,CUST00078,Standard,12.99,2024-03-23,,True
SUB000079,CUST00079,Premium,19.99,2025-09-04,,True
SUB000080,CUST00080,Basic,7.99,2025-10-19,,True
SUB000081,CUST00081,Standard,12.99,2023-03-22,,True
SUB000082,CUST00082,Basic,7.99,2025-05-14,,True
SUB000083,CUST00083,Standard,12.99,2024-11-08,,True
SUB000084,CUST00084,Free,0.0,2023-10-25,,True
SUB000085,CUST00085,Basic,7.99,2024-12-02,,True
SUB000086,CUST00086,Basic,7.99,2025-05-19,,True
SUB000087,CUST00087,Basic,7.99,2025-03-21,,True
SUB000088,CUST00088,Standard,12.99,2024-11-10,,True
SUB000089,CUST00089,Standard,12.99,2025-08-17,2025-10-17,False
SUB000090,CUST00090,Standard,12.99,2024-11-01,,True
SUB000091,CUST00091,Free,0.0,2024-11-21,2025-10-12,False
SUB000092,CUST00092,Basic,7.99,2025-02-11,,True
SUB000093,CUST00093,Basic,7.99,2024-11-30,,True
SUB000094,CUST00094,Basic,7.99,2023-04-03,,True
SUB000095,CUST00095,Basic,7.99,2025-06-24,2025-09-21,False
SUB000096,CUST00096,Premium,19.99,2024-06-15,2025-10-06,False
SUB000097,CUST00097,Free,0.0,2025-09-22,2025-10-17,False
SUB000098,CUST00098,Standard,12.99,2025-08-19,2025-08-27,False
SUB000099,CUST00099,Basic,7.99,2025-03-07,2025-04-20,False
SUB000100,CUST00100,Standard,12.99,2025-10-11,2025-11-16,False
SUB000101,CUST00101,Free,0.0,2024-02-13,,True
SUB000102,CUST00102,Basic,7.99,2025-10-17,,True
SUB000103,CUST00103,Premium,19.99,2025-02-28,2025-08-04,False
SUB000104,CUST00104,Basic,7.99,2025-10-14,,True
SUB000105,CUST00105,Premium,19.99,2025-06-23,,True
SUB000106,CUST00106,Family,29.99,2024-12-08,,True
SUB000107,CUST00107,Premium,19.99,2024-07-23,,True
SUB000108,CUST00108,Free,0.0,2024-05-06,,True
SUB000109,CUST00109,Premium,19.99,2025-11-02,,True
SUB000110,CUST00110,Basic,7.99,2025-05-05,,True
SUB000111,CUST00111,Basic,7.99,2025-06-03,,True
SUB000112,CUST00112,Basic,7.99,2025-07-25,2025-11-17,False
SUB000113,CUST00113,Free,0.0,2024-07-10,,True
SUB000114,CUST00114,Free,0.0,2025-07-28,2025-09-26,False
SUB000115,CUST00115,Premium,19.99,2025-11-04,,True
SUB000116,CUST00116,Free,0.0,2023-05-06,2024-08-10,False
SUB000117,CUST00117,Standard,12.99,2025-08-07,,True
SUB000118,CUST00118,Basic,7.99,2025-04-14,,True
SUB000119,CUST00119,Premium,19.99,2024-04-08,,True
SUB000120,CUST00120,Standard,12.99,2025-05-28,,True
SUB000121,CUST00121,Basic,7.99,2025-09-21,,True
SUB000122,CUST00122,Standard,12.99,2024-10-31,2025-07-15,False
SUB000123,CUST00123,Standard,12.99,2025-03-27,,True
SUB000124,CUST00124,Premium,19.99,2025-09-28,2025-11-09,False
SUB000125,CUST00125,Standard,12.99,2025-09-21,,True
SUB000126,CUST00126,Premium,19.99,2025-08-26,,True
SUB000127,CUST00127,Basic,7.99,2025-09-11,,True
SUB000128,CUST00128,Standard,12.99,2025-09-18,,True
SUB000129,CUST00129,Premium,19.99,2025-10-12,,True
SUB000130,CUST00130,Basic,7.99,2025-06-27,2025-07-14,False
SUB000131,CUST00131,Basic,7.99,2025-08-26,,True
SUB000132,CUST00132,Family,29.99,2025-11-16,2025-11-17,False
SUB000133,CUST00133,Free,0.0,2025-11-15,,True
SUB000134,CUST00134,Standard,12.99,2025-10-27,2025-10-29,False
SUB000135,CUST00135,Standard,12.99,2025-04-12,2025-05-22,False
SUB000136,CUST00136,Basic,7.99,2024-11-04,,True
SUB000137,CUST00137,Standard,12.99,2024-12-12,2025-04-10,False
SUB000138,CUST00138,Basic,7.99,2024-12-29,2025-01-01,False
SUB000139,CUST00139,Standard,12.99,2025-06-04,,True
SUB000140,CUST00140,Free,0.0,2025-11-06,,True
SUB000141,CUST00141,Free,0.0,2025-11-04,,True
SUB000142,CUST00142,Family,29.99,2024-03-30,2024-06-27,False
SUB000143,CUST00143,Standard,12.99,2024-02-08,2024-12-13,False
SUB000144,CUST00144,Standard,12.99,2025-02-03,,True
SUB000145,CUST00145,Free,0.0,2024-02-14,,True
SUB000146,CUST00146,Standard,12.99,2025-10-05,,True
SUB000147,CUST00147,Family,29.99,2025-10-31,,True
SUB000148,CUST00148,Standard,12.99,2025-07-03,,True
SUB000149,CUST00149,Basic,7.99,2025-05-25,,True
SUB000150,CUST00150,Family,29.99,2025-05-28,,True
SUB000151,CUST00151,Premium,19.99,2025-01-30,,True
SUB000152,CUST00152,Basic,7.99,2023-12-01,,True
SUB000153,CUST00153,Standard,12.99,2024-06-29,,True
SUB000154,CUST00154,Standard,12.99,2025-05-15,,True
SUB000155,CUST00155,Premium,19.99,2023-01-12,,True
SUB000156,CUST00156,Basic,7.99,2025-10-04,,True
SUB000157,CUST00157,Standard,12.99,2024-11-27,2025-08-24,False
SUB000158,CUST00158,Standard,12.99,2025-09-01,2025-09-07,False
SUB000159,CUST00159,Free,0.0,2025-08-16,2025-10-29,False
SUB000160,CUST00160,Premium,19.99,2025-11-11,2025-11-16,False
SUB000161,CUST00161,Standard,12.99,2024-12-29,,True
SUB000162,CUST00162,Premium,19.99,2025-03-03,,True
SUB000163,CUST00163,Free,0.0,2025-04-02,2025-07-16,False
SUB000164,CUST00164,Standard,12.99,2023-08-09,,True
SUB000165,CUST00165,Free,0.0,2024-10-04,,True
SUB000166,CUST00166,Standard,12.99,2025-04-05,,True
SUB000167,CUST00167,Basic,7.99,2024-11-27,,True
SUB000168,CUST00168,Premium,19.99,2025-08-12,,True
SUB000169,CUST00169,Premium,19.99,2025-07-31,2025-11-15,False
SUB000170,CUST00170,Standard,12.99,2024-12-14,,True
SUB000171,CUST00171,Free,0.0,2023-08-19,,True
SUB000172,CUST00172,Standard,12.99,2024-11-24,2025-02-26,False
SUB000173,CUST00173,Standard,12.99,2024-07-28,,True
SUB000174,CUST00174,Free,0.0,2025-03-30,,True
SUB000175,CUST00175,Basic,7.99,2025-02-26,,True
SUB000176,CUST00176,Standard,12.99,2025-03-27,2025-05-09,False
SUB000177,CUST00177,Standard,12.99,2024-08-26,,True
SUB000178,CUST00178,Free,0.0,2025-06-08,,True
SUB000179,CUST00179,Premium,19.99,2024-11-26,,True
SUB000180,CUST00180,Basic,7.99,2025-09-18,2025-09-29,False
SUB000181,CUST00181,Family,29.99,2025-04-10,,True
SUB000182,CUST00182,Premium,19.99,2025-01-26,,True
SUB000183,CUST00183,Basic,7.99,2025-11-08,,True
SUB000184,CUST00184,Standard,12.99,2025-06-02,,True
SUB000185,CUST00185,Basic,7.99,2025-07-29,,True
SUB000186,CUST00186,Premium,19.99,2025-11-08,,True
SUB000187,CUST00187,Free,0.0,2025-09-02,2025-09-20,False
SUB000188,CUST00188,Basic,7.99,2025-08-23,2025-09-19,False
SUB000189,CUST00189,Basic,7.99,2024-07-08,,True
SUB000190,CUST00190,Premium,19.99,2025-08-20,2025-10-17,False
SUB000191,CUST00191,Basic,7.99,2024-03-04,,True
SUB000192,CUST00192,Premium,19.99,2025-07-22,,True
SUB000193,CUST00193,Premium,19.99,2025-08-06,,True
SUB000194,CUST00194,Standard,12.99,2025-02-01,2025-02-01,False
SUB000195,CUST00195,Free,0.0,2025-05-26,,True
SUB000196,CUST00196,Basic,7.99,2025-09-20,2025-11-03,False
SUB000197,CUST00197,Basic,7.99,2025-05-23,,True
SUB000198,CUST00198,Standard,12.99,2025-04-12,,True
SUB000199,CUST00199,Standard,12.99,2025-11-07,,True
SUB000200,CUST00200,Basic,7.99,2024-03-20,2024-12-30,False
SUB000201,CUST00201,Standard,12.99,2025-01-21,2025-06-09,False
SUB000202,CUST00202,Premium,19.99,2025-11-16,,True
SUB000203,CUST00203,Free,0.0,2025-10-29,,True
SUB000204,CUST00204,Family,29.99,2025-06-30,,True
SUB000205,CUST00205,Basic,7.99,2025-11-02,,True
SUB000206,CUST00206,Free,0.0,2024-10-18,2025-02-13,False
SUB000207,CUST00207,Basic,7.99,2025-04-26,,True
SUB000208,CUST00208,Basic,7.99,2025-11-17,2025-11-17,False
SUB000209,CUST00209,Basic,7.99,2024-05-29,,True
SUB000210,CUST00210,Standard,12.99,2025-06-17,2025-07-31,False
SUB000211,CUST00211,Free,0.0,2024-10-04,2025-01-07,False
SUB000212,CUST00212,Standard,12.99,2025-07-03,,True
SUB000213,CUST00213,Family,29.99,2024-09-02,,True
SUB000214,CUST00214,Free,0.0,2025-10-17,,True
SUB000215,CUST00215,Family,29.99,2025-07-12,,True
SUB000216,CUST00216,Free,0.0,2024-06-04,,True
SUB000217,CUST00217,Family,29.99,2024-09-13,,True
SUB000218,CUST00218,Standard,12.99,2025-09-26,,True
SUB000219,CUST00219,Basic,7.99,2025-07-13,2025-10-23,False
SUB000220,CUST00220,Standard,12.99,2025-01-08,2025-08-26,False
SUB000221,CUST00221,Standard,12.99,2025-08-06,2025-09-30,False
SUB000222,CUST00222,Free,0.0,2023-12-08,,True
SUB000223,CUST00223,Standard,12.99,2025-09-27,,True
SUB000224,CUST00224,Premium,19.99,2025-09-10,2025-10-11,False
SUB000225,CUST00225,Free,0.0,2025-10-04,,True
SUB000226,CUST00226,Standard,12.99,2025-10-03,,True
SUB000227,CUST00227,Free,0.0,2024-02-29,,True
SUB000228,CUST00228,Free,0.0,2024-08-30,,True
SUB000229,CUST00229,Free,0.0,2025-10-24,,True
SUB000230,CUST00230,Premium,19.99,2025-03-24,2025-09-25,False
SUB000231,CUST00231,Standard,12.99,2024-06-20,2025-04-28,False
SUB000232,CUST00232,Standard,12.99,2025-10-23,2025-11-01,False
SUB000233,CUST00233,Standard,12.99,2025-04-14,,True
SUB000234,CUST00234,Basic,7.99,2023-02-14,,True
SUB000235,CUST00235,Premium,19.99,2025-09-03,,True
SUB000236,CUST00236,Premium,19.99,2025-03-22,,True
SUB000237,CUST00237,Free,0.0,2025-10-24,,True
SUB000238,CUST00238,Premium,19.99,2024-10-16,,True
SUB000239,CUST00239,Standard,12.99,2024-08-03,,True
SUB000240,CUST00240,Free,0.0,2025-11-16,2025-11-16,False
SUB000241,CUST00241,Free,0.0,2025-10-19,,True
SUB000242,CUST00242,Premium,19.99,2024-11-24,,True
SUB000243,CUST00243,Basic,7.99,2024-06-14,,True
SUB000244,CUST00244,Premium,19.99,2025-08-02,,True
SUB000245,CUST00245,Basic,7.99,2025-10-18,,True
SUB000246,CUST00246,Free,0.0,2025-03-22,2025-10-19,False
SUB000247,CUST00247,Standard,12.99,2025-11-06,,True
SUB000248,CUST00248,Family,29.99,2024-02-14,,True
SUB000249,CUST00249,Free,0.0,2024-08-16,,True
SUB000250,CUST00250,Standard,12.99,2024-08-21,,True
SUB000251,CUST00251,Free,0.0,2025-07-22,,True
SUB000252,CUST00252,Premium,19.99,2025-05-20,,True
SUB000253,CUST00253,Family,29.99,2024-10-20,2025-09-18,False
SUB000254,CUST00254,Premium,19.99,2025-06-04,2025-08-17,False
SUB000255,CUST00255,Premium,19.99,2025-04-09,,True
SUB000256,CUST00256,Standard,12.99,2025-07-13,,True
SUB000257,CUST00257,Free,0.0,2025-02-22,,True
SUB000258,CUST00258,Family,29.99,2025-10-18,,True
SUB000259,CUST00259,Standard,12.99,2024-10-30,2024-12-18,False
SUB000260,CUST00260,Free,0.0,2025-01-15,,True
SUB000261,CUST00261,Free,0.0,2023-12-23,,True
SUB000262,CUST00262,Family,29.99,2025-08-16,,True
SUB000263,CUST00263,Basic,7.99,2025-06-01,,True
SUB000264,CUST00264,Standard,12.99,2024-11-21,,True
SUB000265,CUST00265,Basic,7.99,2025-10-11,2025-11-17,False
SUB000266,CUST00266,Standard,12.99,2023-06-04,,True
SUB000267,CUST00267,Standard,12.99,2024-02-24,,True
SUB000268,CUST00268,Free,0.0,2025-11-07,2025-11-11,False
SUB000269,CUST00269,Premium,19.99,2024-02-29,,True
SUB000270,CUST00270,Basic,7.99,2025-06-10,,True
SUB000271,CUST00271,Standard,12.99,2025-02-13,,True
SUB000272,CUST00272,Basic,7.99,2025-08-20,2025-09-17,False
SUB000273,CUST00273,Basic,7.99,2025-11-14,2025-11-14,False
SUB000274,CUST00274,Standard,12.99,2025-02-26,,True
SUB000275,CUST00275,Free,0.0,2025-03-26,,True
SUB000276,CUST00276,Standard,12.99,2025-08-28,,True
SUB000277,CUST00277,Premium,19.99,2025-10-13,2025-11-04,False
SUB000278,CUST00278,Free,0.0,2025-02-28,,True
SUB000279,CUST00279,Standard,12.99,2025-03-12,,True
SUB000280,CUST00280,Free,0.0,2025-06-13,,True
SUB000281,CUST00281,Family,29.99,2025-06-04,,True
SUB000282,CUST00282,Free,0.0,2025-10-12,,True
SUB000283,CUST00283,Free,0.0,2025-02-12,,True
SUB000284,CUST00284,Free,0.0,2025-09-13,,True
SUB000285,CUST00285,Premium,19.99,2024-10-24,,True
SUB000286,CUST00286,Premium,19.99,2025-01-11,,True
SUB000287,CUST00287,Basic,7.99,2025-11-12,,True
SUB000288,CUST00288,Basic,7.99,2025-10-26,,True
SUB000289,CUST00289,Basic,7.99,2024-08-02,,True
SUB000290,CUST00290,Standard,12.99,2024-12-27,2025-06-08,False
SUB000291,CUST00291,Premium,19.99,2025-04-18,,True
SUB000292,CUST00292,Family,29.99,2025-10-31,,True
SUB000293,CUST00293,Standard,12.99,2025-06-06,,True
SUB000294,CUST00294,Free,0.0,2025-10-30,,True
SUB000295,CUST00295,Basic,7.99,2025-06-24,,True
SUB000296,CUST00296,Free,0.0,2025-11-13,2025-11-13,False
SUB000297,CUST00297,Basic,7.99,2025-09-13,2025-11-03,False
SUB000298,CUST00298,Standard,12.99,2024-06-27,,True
SUB000299,CUST00299,Standard,12.99,2024-08-31,,True
SUB000300,CUST00300,Standard,12.99,2025-07-13,,True
SUB000301,CUST00301,Basic,7.99,2025-11-17,,True
SUB000302,CUST00302,Free,0.0,2025-05-26,,True
SUB000303,CUST00303,Basic,7.99,2024-11-02,2025-11-06,False
SUB000304,CUST00304,Basic,7.99,2025-11-15,,True
SUB000305,CUST00305,Basic,7.99,2025-04-10,,True
SUB000306,CUST00306,Basic,7.99,2024-01-22,2025-06-20,False
SUB000307,CUST00307,Premium,19.99,2024-02-28,2025-05-15,False
SUB000308,CUST00308,Basic,7.99,2025-08-21,2025-11-06,False
SUB000309,CUST00309,Standard,12.99,2023-04-17,,True
SUB000310,CUST00310,Free,0.0,2023-07-26,,True
SUB000311,CUST00311,Standard,12.99,2025-09-29,2025-11-12,False
SUB000312,CUST00312,Standard,12.99,2024-03-03,2024-05-22,False
SUB000313,CUST00313,Free,0.0,2025-09-12,2025-09-30,False
SUB000314,CUST00314,Premium,19.99,2025-01-11,,True
SUB000315,CUST00315,Basic,7.99,2025-03-31,,True
SUB000316,CUST00316,Standard,12.99,2025-10-28,,True
SUB000317,CUST00317,Basic,7.99,2024-11-03,,True
SUB000318,CUST00318,Free,0.0,2025-09-13,,True
SUB000319,CUST00319,Basic,7.99,2025-05-09,2025-10-28,False
SUB000320,CUST00320,Family,29.99,2024-11-24,,True
SUB000321,CUST00321,Basic,7.99,2025-05-21,,True
SUB000322,CUST00322,Basic,7.99,2024-12-19,,True
SUB000323,CUST00323,Basic,7.99,2025-04-17,2025-11-05,False
SUB000324,CUST00324,Free,0.0,2025-02-12,,True
SUB000325,CUST00325,Standard,12.99,2025-08-13,2025-09-07,False
SUB000326,CUST00326,Free,0.0,2025-06-10,,True
SUB000327,CUST00327,Basic,7.99,2023-09-18,2025-04-26,False
SUB000328,CUST00328,Basic,7.99,2024-05-26,,True
SUB000329,CUST00329,Basic,7.99,2025-10-16,2025-11-11,False
SUB000330,CUST00330,Free,0.0,2025-06-29,,True
SUB000331,CUST00331,Basic,7.99,2025-02-08,2025-08-13,False
SUB000332,CUST00332,Basic,7.99,2025-04-06,,True
SUB000333,CUST00333,Basic,7.99,2025-09-26,,True
SUB000334,CUST00334,Basic,7.99,2025-10-03,2025-10-03,False
SUB000335,CUST00335,Basic,7.99,2024-09-17,,True
SUB000336,CUST00336,Free,0.0,2025-11-05,,True
SUB000337,CUST00337,Free,0.0,2025-10-02,,True
SUB000338,CUST00338,Premium,19.99,2025-04-21,,True
SUB000339,CUST00339,Standard,12.99,2023-07-20,,True
SUB000340,CUST00340,Basic,7.99,2025-10-16,,True
SUB000341,CUST00341,Standard,12.99,2025-04-20,,True
SUB000342,CUST00342,Basic,7.99,2024-04-24,,True
SUB000343,CUST00343,Family,29.99,2025-10-21,2025-10-28,False
SUB000344,CUST00344,Standard,12.99,2024-04-05,,True
SUB000345,CUST00345,Free,0.0,2025-05-20,,True
SUB000346,CUST00346,Standard,12.99,2025-03-14,2025-08-06,False
SUB000347,CUST00347,Basic,7.99,2025-09-24,,True
SUB000348,CUST00348,Free,0.0,2024-10-06,2024-10-27,False
SUB000349,CUST00349,Free,0.0,2025-05-28,,True
SUB000350,CUST00350,Free,0.0,2025-07-08,2025-10-05,False
SUB000351,CUST00351,Premium,19.99,2025-06-23,2025-09-13,False
SUB000352,CUST00352,Basic,7.99,2024-10-30,2025-08-28,False
SUB000353,CUST00353,Family,29.99,2024-02-23,,True
SUB000354,CUST00354,Standard,12.99,2025-09-09,,True
SUB000355,CUST00355,Premium,19.99,2025-08-25,,True
SUB000356,CUST00356,Free,0.0,2024-01-24,,True
SUB000357,CUST00357,Free,0.0,2025-02-25,,True
SUB000358,CUST00358,Basic,7.99,2024-04-29,,True
SUB000359,CUST00359,Premium,19.99,2025-03-02,2025-09-21,False
SUB000360,CUST00360,Family,29.99,2024-04-07,2025-04-21,False
SUB000361,CUST00361,Free,0.0,2024-08-04,,True
SUB000362,CUST00362,Free,0.0,2025-03-14,,True
SUB000363,CUST00363,Basic,7.99,2025-03-21,,True
SUB000364,CUST00364,Basic,7.99,2025-08-20,,True
SUB000365,CUST00365,Basic,7.99,2025-06-25,,True
SUB000366,CUST00366,Basic,7.99,2025-09-05,,True
SUB000367,CUST00367,Basic,7.99,2025-11-12,,True
SUB000368,CUST00368,Free,0.0,2025-07-01,,True
SUB000369,CUST00369,Basic,7.99,2023-06-15,,True
SUB000370,CUST00370,Free,0.0,2023-11-07,,True
SUB000371,CUST00371,Basic,7.99,2025-11-14,,True
SUB000372,CUST00372,Free,0.0,2024-09-08,2025-02-16,False
SUB000373,CUST00373,Basic,7.99,2024-11-09,,True
SUB000374,CUST00374,Standard,12.99,2024-05-10,,True
SUB000375,CUST00375,Basic,7.99,2024-11-04,,True
SUB000376,CUST00376,Standard,12.99,2024-01-15,,True
SUB000377,CUST00377,Basic,7.99,2025-08-18,2025-10-03,False
SUB000378,CUST00378,Basic,7.99,2025-06-06,,True
SUB000379,CUST00379,Family,29.99,2025-03-10,,True
SUB000380,CUST00380,Basic,7.99,2025-09-15,,True
SUB000381,CUST00381,Premium,19.99,2025-01-03,2025-09-28,False
SUB000382,CUST00382,Standard,12.99,2025-11-05,,True
SUB000383,CUST00383,Family,29.99,2025-02-12,2025-09-07,False
SUB000384,CUST00384,Standard,12.99,2025-06-11,,True
SUB000385,CUST00385,Premium,19.99,2025-05-05,,True
SUB000386,CUST00386,Premium,19.99,2025-07-23,,True
SUB000387,CUST00387,Basic,7.99,2025-11-08,,True
SUB000388,CUST00388,Basic,7.99,2025-01-07,,True
SUB000389,CUST00389,Basic,7.99,2024-07-11,2025-07-27,False
SUB000390,CUST00390,Standard,12.99,2025-07-26,2025-08-06,False
SUB000391,CUST00391,Standard,12.99,2024-09-07,2025-10-24,False
SUB000392,CUST00392,Standard,12.99,2025-08-20,,True
SUB000393,CUST00393,Free,0.0,2025-10-21,,True
SUB000394,CUST00394,Basic,7.99,2025-04-05,2025-05-11,False
SUB000395,CUST00395,Standard,12.99,2025-10-28,,True
SUB000396,CUST00396,Basic,7.99,2025-04-08,,True
SUB000397,CUST00397,Standard,12.99,2025-07-16,,True
SUB000398,CUST00398,Basic,7.99,2025-06-03,2025-07-07,False
SUB000399,CUST00399,Basic,7.99,2024-07-29,2025-09-13,False
SUB000400,CUST00400,Premium,19.99,2025-06-16,,True
SUB000401,CUST00401,Premium,19.99,2025-05-11,,True
SUB000402,CUST00402,Free,0.0,2025-10-02,2025-11-10,False
SUB000403,CUST00403,Premium,19.99,2023-07-30,,True
SUB000404,CUST00404,Standard,12.99,2025-03-12,,True
SUB000405,CUST00405,Free,0.0,2024-11-05,,True
SUB000406,CUST00406,Free,0.0,2024-04-01,,True
SUB000407,CUST00407,Family,29.99,2024-08-15,,True
SUB000408,CUST00408,Free,0.0,2024-06-22,,True
SUB000409,CUST00409,Basic,7.99,2025-05-09,2025-09-12,False
SUB000410,CUST00410,Standard,12.99,2025-07-17,,True
SUB000411,CUST00411,Free,0.0,2025-06-27,,True
SUB000412,CUST00412,Standard,12.99,2025-10-20,2025-11-16,False
SUB000413,CUST00413,Free,0.0,2025-09-13,,True
SUB000414,CUST00414,Free,0.0,2025-01-16,,True
SUB000415,CUST00415,Premium,19.99,2024-09-29,,True
SUB000416,CUST00416,Standard,12.99,2025-11-14,,True
SUB000417,CUST00417,Standard,12.99,2024-04-16,,True
SUB000418,CUST00418,Free,0.0,2025-09-19,2025-10-04,False
SUB000419,CUST00419,Basic,7.99,2023-12-14,,True
SUB000420,CUST00420,Standard,12.99,2025-10-16,2025-10-25,False
SUB000421,CUST00421,Premium,19.99,2025-03-28,,True
SUB000422,CUST00422,Basic,7.99,2024-10-11,2025-05-11,False
SUB000423,CUST00423,Premium,19.99,2025-08-19,,True
SUB000424,CUST00424,Free,0.0,2025-05-27,,True
SUB000425,CUST00425,Basic,7.99,2025-03-03,,True
SUB000426,CUST00426,Premium,19.99,2023-08-25,,True
SUB000427,CUST00427,Basic,7.99,2024-12-11,,True
SUB000428,CUST00428,Free,0.0,2025-11-02,,True
SUB000429,CUST00429,Standard,12.99,2025-08-19,,True
SUB000430,CUST00430,Standard,12.99,2024-10-31,2024-11-19,False
SUB000431,CUST00431,Standard,12.99,2025-11-17,,True
SUB000432,CUST00432,Free,0.0,2025-10-29,,True
SUB000433,CUST00433,Standard,12.99,2025-10-01,,True
SUB000434,CUST00434,Standard,12.99,2025-10-22,,True
SUB000435,CUST00435,Basic,7.99,2024-05-26,,True
SUB000436,CUST00436,Premium,19.99,2025-10-06,2025-10-16,False
SUB000437,CUST00437,Free,0.0,2023-04-13,,True
SUB000438,CUST00438,Basic,7.99,2025-09-01,,True
SUB000439,CUST00439,Family,29.99,2025-10-26,2025-11-07,False
SUB000440,CUST00440,Premium,19.99,2025-11-06,,True
SUB000441,CUST00441,Basic,7.99,2023-08-28,,True
SUB000442,CUST00442,Basic,7.99,2024-07-24,,True
